1.015873e+00 8.333807e-08 3.079250
1.031998e+00 8.333807e-08 3.079250
1.048378e+00 8.333807e-08 3.079250
1.065019e+00 8.333807e-08 3.079250
1.081924e+00 8.333807e-08 3.079250
1.099097e+00 8.333807e-08 3.079250
1.116543e+00 8.333807e-08 3.079250
1.134266e+00 8.333806e-08 3.079250
1.152270e+00 8.333806e-08 3.079250
1.170559e+00 8.333806e-08 3.079250
1.189139e+00 8.333806e-08 3.079250
1.208014e+00 8.333806e-08 3.079250
1.227189e+00 8.333806e-08 3.079250
1.246668e+00 8.333805e-08 3.079250
1.266456e+00 8.333805e-08 3.079250
1.286558e+00 8.333805e-08 3.079250
1.306980e+00 8.333805e-08 3.079250
1.327725e+00 8.333805e-08 3.079250
1.348800e+00 8.333805e-08 3.079250
1.370209e+00 8.333804e-08 3.079250
1.391958e+00 8.333804e-08 3.079250
1.414053e+00 8.333804e-08 3.079250
1.436498e+00 8.333804e-08 3.079250
1.459299e+00 8.333804e-08 3.079250
1.482462e+00 8.333803e-08 3.079250
1.505993e+00 8.333803e-08 3.079250
1.529897e+00 8.333803e-08 3.079250
1.554181e+00 8.333803e-08 3.079250
1.578850e+00 8.333803e-08 3.079250
1.603911e+00 8.333802e-08 3.079250
1.629370e+00 8.333802e-08 3.079250
1.655233e+00 8.333802e-08 3.079250
1.681506e+00 8.333802e-08 3.079249
1.708196e+00 8.333802e-08 3.079249
1.735310e+00 8.333801e-08 3.079249
1.762854e+00 8.333801e-08 3.079249
1.790836e+00 8.333801e-08 3.079249
1.819261e+00 8.333801e-08 3.079249
1.848138e+00 8.333800e-08 3.079249
1.877473e+00 8.333800e-08 3.079249
1.907274e+00 8.333800e-08 3.079249
1.937548e+00 8.333800e-08 3.079249
1.968302e+00 8.333799e-08 3.079249
1.999545e+00 8.333799e-08 3.079249
2.031283e+00 8.333799e-08 3.079249
2.063526e+00 8.333799e-08 3.079249
2.096280e+00 8.333798e-08 3.079249
2.129553e+00 8.333798e-08 3.079249
2.163356e+00 8.333798e-08 3.079249
2.197694e+00 8.333798e-08 3.079249
2.232578e+00 8.333797e-08 3.079249
2.268015e+00 8.333797e-08 3.079249
2.304015e+00 8.333797e-08 3.079249
2.340586e+00 8.333796e-08 3.079249
2.377738e+00 8.333796e-08 3.079249
2.415479e+00 8.333796e-08 3.079248
2.453820e+00 8.333795e-08 3.079248
2.492769e+00 8.333795e-08 3.079248
2.532336e+00 8.333795e-08 3.079248
2.572531e+00 8.333794e-08 3.079248
2.613365e+00 8.333794e-08 3.079248
2.654846e+00 8.333794e-08 3.079248
2.696986e+00 8.333793e-08 3.079248
2.739795e+00 8.333793e-08 3.079248
2.783283e+00 8.333793e-08 3.079248
2.827462e+00 8.333792e-08 3.079248
2.872342e+00 8.333792e-08 3.079248
2.917934e+00 8.333792e-08 3.079248
2.964250e+00 8.333791e-08 3.079248
3.011301e+00 8.333791e-08 3.079248
3.059099e+00 8.333790e-08 3.079248
3.107655e+00 8.333790e-08 3.079248
3.156982e+00 8.333790e-08 3.079247
3.207093e+00 8.333789e-08 3.079247
3.257998e+00 8.333789e-08 3.079247
3.309712e+00 8.333788e-08 3.079247
3.362246e+00 8.333788e-08 3.079247
3.415615e+00 8.333787e-08 3.079247
3.469830e+00 8.333787e-08 3.079247
3.524906e+00 8.333786e-08 3.079247
3.580857e+00 8.333786e-08 3.079247
3.637695e+00 8.333786e-08 3.079247
3.695435e+00 8.333785e-08 3.079247
3.754092e+00 8.333785e-08 3.079247
3.813680e+00 8.333784e-08 3.079247
3.874214e+00 8.333784e-08 3.079246
3.935709e+00 8.333783e-08 3.079246
3.998180e+00 8.333783e-08 3.079246
4.061642e+00 8.333782e-08 3.079246
4.126112e+00 8.333781e-08 3.079246
4.191605e+00 8.333781e-08 3.079246
4.258138e+00 8.333780e-08 3.079246
4.325727e+00 8.333780e-08 3.079246
4.394388e+00 8.333779e-08 3.079246
4.464139e+00 8.333779e-08 3.079246
4.534998e+00 8.333778e-08 3.079246
4.606981e+00 8.333777e-08 3.079245
4.680107e+00 8.333777e-08 3.079245
4.754394e+00 8.333776e-08 3.079245
4.829859e+00 8.333776e-08 3.079245
4.906523e+00 8.333775e-08 3.079245
4.984403e+00 8.333774e-08 3.079245
5.063520e+00 8.333774e-08 3.079245
5.143892e+00 8.333773e-08 3.079245
5.225540e+00 8.333772e-08 3.079245
5.308484e+00 8.333772e-08 3.079245
5.392745e+00 8.333771e-08 3.079244
5.478343e+00 8.333770e-08 3.079244
5.565300e+00 8.333769e-08 3.079244
5.653637e+00 8.333769e-08 3.079244
5.743376e+00 8.333768e-08 3.079244
5.834540e+00 8.333767e-08 3.079244
5.927151e+00 8.333766e-08 3.079244
6.021231e+00 8.333766e-08 3.079244
6.116805e+00 8.333765e-08 3.079243
6.213896e+00 8.333764e-08 3.079243
6.312528e+00 8.333763e-08 3.079243
6.412726e+00 8.333762e-08 3.079243
6.514514e+00 8.333762e-08 3.079243
6.617918e+00 8.333761e-08 3.079243
6.722963e+00 8.333760e-08 3.079243
6.829675e+00 8.333759e-08 3.079242
6.938082e+00 8.333758e-08 3.079242
7.048209e+00 8.333757e-08 3.079242
7.160084e+00 8.333756e-08 3.079242
7.273734e+00 8.333755e-08 3.079242
7.389189e+00 8.333754e-08 3.079242
7.506477e+00 8.333753e-08 3.079242
7.625626e+00 8.333752e-08 3.079241
7.746666e+00 8.333751e-08 3.079241
7.869627e+00 8.333750e-08 3.079241
7.994541e+00 8.333749e-08 3.079241
8.121437e+00 8.333748e-08 3.079241
